Blue,Green,Red,Label
0,58,27,black
48,10,41,black
65,12,35,black
65,40,74,black
0,23,68,black
64,3,0,black
62,54,29,black
53,71,2,black
0,3,68,black
56,61,34,black
38,63,69,black
26,5,32,black
46,46,0,black
0,35,19,black
29,62,64,black
49,0,0,black
6,41,40,black
0,49,48,black
0,55,0,black
33,38,68,black
35,0,26,black
0,0,43,black
69,0,51,black
0,26,12,black
65,14,10,black
12,28,75,black
38,42,3,black
6,50,0,black
0,17,16,black
29,3,73,black
38,0,17,black
0,0,30,black
75,29,70,black
0,70,30,black
61,33,43,black
0,21,0,black
39,8,29,black
8,0,31,black
46,57,0,black
12,9,0,black
0,16,0,black
67,0,72,black
22,1,15,black
16,5,26,black
72,0,32,black
53,0,0,black
36,46,24,black
35,27,60,black
69,10,0,black
18,0,0,black
0,0,0,black
32,51,0,black
23,0,72,black
49,32,10,black
33,0,53,black
43,65,0,black
0,48,0,black
48,65,63,black
5,0,30,black
28,0,69,black
10,39,73,black
69,0,52,black
18,53,3,black
27,29,36,black
57,8,32,black
24,54,0,black
2,64,39,black
48,53,0,black
0,73,19,black
7,0,12,black
70,77,0,black
71,76,42,black
70,0,60,black
76,63,69,black
42,35,69,black
0,6,18,black
30,21,2,black
7,0,31,black
32,40,32,black
19,0,30,black
43,69,64,black
0,72,54,black
0,0,0,black
9,5,35,black
24,42,0,black
1,44,28,black
9,62,29,black
0,56,0,black
31,31,35,black
19,20,38,black
42,1,14,black
29,0,24,black
0,63,74,black
0,42,16,black
67,24,22,black
43,17,68,black
64,47,0,black
0,58,0,black
0,65,76,black
0,70,0,black
25,35,64,black
66,0,65,black
0,65,56,black
50,19,15,black
19,38,61,black
7,56,48,black
27,71,32,black
0,66,52,black
76,67,26,black
45,55,58,black
50,69,5,black
0,36,61,black
56,0,40,black
0,73,0,black
50,73,70,black
0,46,14,black
20,36,67,black
0,76,50,black
50,65,45,black
53,0,0,black
9,68,53,black
60,40,43,black
0,0,34,black
45,18,0,black
50,67,45,black
12,2,0,black
24,38,41,black
8,1,72,black
27,49,12,black
69,10,44,black
54,72,62,black
62,48,62,black
72,0,0,black
0,51,19,black
25,14,76,black
12,0,73,black
14,68,0,black
41,0,5,black
58,22,0,black
63,1,53,black
0,24,52,black
69,47,75,black
65,32,16,black
63,35,58,black
54,5,69,black
45,0,0,black
58,29,31,black
73,59,5,black
0,44,0,black
64,30,34,black
29,19,32,black
29,48,36,black
16,4,21,black
0,62,52,black
14,13,2,black
30,67,0,black
66,51,0,black
2,64,32,black
0,37,4,black
0,63,5,black
0,8,60,black
1,63,43,black
61,48,44,black
0,63,0,black
75,1,26,black
30,22,6,black
1,0,0,black
18,0,20,black
52,5,65,black
71,0,69,black
30,38,38,black
57,0,49,black
65,0,77,black
8,23,38,black
21,63,6,black
56,0,21,black
60,13,54,black
0,0,9,black
10,2,19,black
0,73,52,black
67,67,0,black
16,28,42,black
6,22,0,black
5,0,0,black
50,32,59,black
72,28,32,black
0,76,66,black
73,19,0,black
48,24,32,black
38,76,12,black
29,31,24,black
43,63,0,black
24,55,42,black
51,31,33,black
71,42,64,black
2,66,66,black
33,25,36,black
8,32,67,black
76,41,18,black
0,31,0,black
43,22,64,black
49,34,69,black
11,60,0,black
19,71,22,black
0,17,55,black
66,63,70,black
49,0,25,black
59,24,38,black
9,0,0,black
55,0,61,black
38,0,70,black
0,47,62,black
0,0,73,black
0,25,22,black
62,0,33,black
2,19,26,black
38,0,36,black
0,13,54,black
46,0,1,black
0,63,0,black
0,9,4,black
17,18,56,black
59,13,0,black
0,0,4,black
68,0,31,black
11,0,11,black
21,69,73,black
0,66,30,black
56,61,14,black
72,0,62,black
68,10,0,black
45,55,46,black
17,24,43,black
0,49,40,black
8,19,54,black
1,35,54,black
35,74,19,black
38,41,19,black
0,1,29,black
59,74,0,black
0,0,71,black
43,0,27,black
62,69,14,black
0,50,0,black
55,19,71,black
35,61,0,black
21,6,40,black
0,28,44,black
62,9,60,black
7,0,42,black
31,16,56,black
18,0,0,black
56,43,63,black
55,75,50,black
25,49,66,black
76,0,0,black
34,73,57,black
0,31,54,black
0,63,63,black
64,41,31,black
0,0,0,black
51,67,61,black
63,49,0,black
19,0,19,black
55,74,75,black
75,22,46,black
70,0,77,black
0,15,0,black
30,0,67,black
60,0,55,black
28,73,0,black
0,26,23,black
0,73,0,black
3,54,0,black
31,0,44,black
39,62,49,black
0,39,9,black
21,0,65,black
19,0,0,black
56,61,8,black
18,17,31,black
48,32,44,black
0,0,0,black
13,1,0,black
0,73,71,black
39,37,0,black
41,18,75,black
9,27,0,black
47,0,0,black
55,0,28,black
31,15,0,black
13,69,0,black
51,8,16,black
6,49,48,black
21,63,0,black
69,27,0,black
0,0,67,black
28,11,0,black
2,16,47,black
47,13,0,black
57,27,37,black
2,0,58,black
25,72,0,black
0,0,31,black
44,0,48,black
36,0,77,black
75,7,75,black
16,0,0,black
15,54,0,black
65,27,70,black
0,9,58,black
0,46,2,black
0,25,75,black
28,46,20,black
24,18,0,black
0,46,18,black
11,1,33,black
52,24,0,black
0,39,72,black
0,38,28,black
67,58,53,black
52,12,0,black
49,35,67,black
0,25,25,black
76,72,0,black
20,0,61,black
39,43,40,black
13,0,76,black
31,0,0,black
28,29,0,black
56,0,62,black
1,24,33,black
37,22,35,black
35,44,53,black
17,1,75,black
72,71,45,black
14,72,0,black
34,75,40,black
26,27,66,black
77,62,0,black
74,18,0,black
0,32,0,black
51,0,77,black
23,9,32,black
0,69,54,black
58,47,0,black
36,13,0,black
30,0,35,black
0,43,35,black
26,33,2,black
55,70,41,black
70,0,46,black
59,0,46,black
37,24,52,black
8,9,0,black
0,47,71,black
0,9,39,black
63,0,8,black
49,0,60,black
34,76,76,black
47,44,18,black
0,40,41,black
65,0,73,black
5,72,62,black
62,30,21,black
6,43,46,black
0,49,33,black
6,37,0,black
0,0,7,black
15,12,0,black
4,68,12,black
0,12,0,black
0,44,68,black
18,0,65,black
0,0,47,black
61,3,47,black
22,0,18,black
36,54,19,black
22,27,44,black
40,33,63,black
0,53,1,black
27,45,32,black
0,28,45,black
20,32,0,black
3,26,0,black
67,41,31,black
28,1,0,black
58,0,29,black
51,0,63,black
0,29,37,black
58,0,6,black
0,65,45,black
27,3,0,black
13,43,13,black
12,58,76,black
18,44,0,black
65,11,29,black
39,21,9,black
64,54,0,black
39,17,28,black
59,16,59,black
2,41,72,black
0,18,0,black
39,52,0,black
0,0,47,black
77,20,18,black
59,55,0,black
23,37,21,black
18,65,55,black
21,34,35,black
33,24,72,black
28,58,45,black
65,26,0,black
45,0,69,black
16,3,66,black
0,0,0,black
0,0,0,black
0,33,6,black
39,0,41,black
0,12,71,black
49,31,33,black
0,0,13,black
15,31,0,black
5,25,36,black
57,0,0,black
13,54,40,black
74,0,51,black
76,5,34,black
62,14,0,black
10,34,0,black
0,15,0,black
41,11,0,black
5,24,0,black
53,74,74,black
26,0,54,black
12,57,27,black
1,12,3,black
64,5,76,black
34,74,70,black
54,73,14,black
16,0,0,black
17,26,47,black
66,0,7,black
70,71,0,black
48,58,34,black
62,6,53,black
8,0,1,black
47,0,0,black
0,57,55,black
24,0,0,black
0,0,0,black
49,0,42,black
71,21,6,black
0,67,70,black
0,57,64,black
38,0,5,black
55,60,0,black
11,4,27,black
15,72,52,black
29,72,57,black
67,59,26,black
31,45,60,black
52,76,63,black
24,32,0,black
0,28,14,black
60,77,8,black
0,12,43,black
34,1,17,black
56,69,2,black
38,30,0,black
49,42,38,black
24,0,74,black
0,32,40,black
30,8,8,black
8,0,3,black
67,27,0,black
0,60,76,black
53,63,71,black
0,75,17,black
0,46,41,black
52,14,53,black
12,8,70,black
72,76,66,black
1,25,64,black
72,68,73,black
27,46,19,black
0,74,57,black
59,0,24,black
28,53,61,black
18,8,0,black
0,4,52,black
0,0,51,black
0,23,64,black
50,29,46,black
13,34,49,black
20,0,2,black
7,0,75,black
44,44,57,black
25,43,36,black
54,72,0,black
0,36,27,black
21,0,0,black
36,60,77,black
74,69,0,black
0,41,0,black
45,29,0,black
55,18,2,black
32,17,56,black
12,69,5,black
52,43,0,black
32,0,36,black
34,35,45,black
33,50,4,black
0,15,37,black
30,47,43,black
41,22,5,black
7,57,0,black
0,64,68,black
24,0,32,black
35,4,53,black
10,25,55,black
75,53,6,black
0,38,68,black
0,21,9,black
71,74,48,black
0,53,27,black
62,55,37,black
36,7,52,black
65,3,7,black
63,72,0,black
64,11,76,black
18,68,20,black
17,7,63,black
0,2,0,black
58,31,76,black
60,25,64,black
40,24,56,black
34,42,30,black
36,47,12,black
34,36,15,black
58,34,0,black
61,77,29,black
34,43,21,black
26,1,70,black
14,0,0,black
0,58,58,black
4,16,68,black
54,63,45,black
57,66,23,black
31,34,60,black
26,13,23,black
60,54,16,black
52,18,37,black
0,31,35,black
30,33,50,black
0,28,61,black
64,52,71,black
27,3,49,black
70,39,0,black
47,65,49,black
46,0,51,black
70,34,5,black
27,4,54,black
69,64,23,black
37,68,9,black
9,3,71,black
74,28,0,black
31,56,65,black
0,23,22,black
0,38,17,black
0,0,35,black
0,72,62,black
0,53,7,black
51,41,22,black
19,71,18,black
23,4,66,black
0,70,0,black
0,53,0,black
44,8,0,black
8,37,72,black
0,45,21,black
23,0,0,black
76,0,13,black
26,34,65,black
35,69,0,black
77,41,25,black
24,19,45,black
56,53,0,black
0,58,26,black
50,46,18,black
13,0,5,black
62,69,0,black
18,0,36,black
65,64,9,black
0,37,0,black
0,53,3,black
0,24,4,black
0,57,43,black
0,9,0,black
0,35,29,black
12,74,66,black
76,60,55,black
57,12,0,black
21,0,1,black
60,63,35,black
16,39,35,black
0,0,0,black
0,24,52,black
0,44,0,black
4,38,52,black
6,34,45,black
0,49,0,black
1,52,47,black
36,29,35,black
31,0,0,black
29,2,0,black
65,17,42,black
30,10,35,black
52,32,43,black
0,66,0,black
0,48,39,black
34,13,13,black
54,40,0,black
1,34,63,black
71,0,44,black
28,0,45,black
6,61,66,black
28,4,35,black
31,40,38,black
48,0,35,black
20,14,0,black
52,67,32,black
58,0,0,black
18,9,67,black
74,53,19,black
43,75,57,black
42,5,0,black
0,9,77,black
13,25,18,black
0,61,54,black
60,46,74,black
25,75,15,black
77,57,77,black
3,52,61,black
0,0,49,black
20,48,57,black
4,1,49,black
22,4,0,black
51,0,0,black
77,50,37,black
36,39,61,black
0,0,25,black
8,73,27,black
75,0,38,black
0,0,48,black
0,74,20,black
0,50,8,black
34,47,48,black
0,60,60,black
68,48,41,black
54,50,0,black
0,42,4,black
63,8,73,black
67,0,0,black
7,0,14,black
37,74,0,black
18,10,50,black
63,0,1,black
0,0,0,black
3,0,76,black
70,7,66,black
53,23,60,black
16,12,73,black
52,7,22,black
53,70,0,black
6,0,50,black
0,0,22,black
10,0,23,black
34,12,63,black
0,0,0,black
34,33,72,black
37,63,9,black
0,72,21,black
62,76,76,black
31,0,15,black
0,54,65,black
0,0,0,black
74,24,0,black
73,18,61,black
17,17,0,black
7,0,16,black
21,44,8,black
69,59,5,black
0,67,0,black
25,0,0,black
72,53,0,black
0,0,0,black
48,8,14,black
44,0,31,black
70,50,64,black
55,61,41,black
46,30,66,black
22,48,41,black
50,51,58,black
70,38,19,black
0,43,53,black
0,3,75,black
47,12,57,black
0,74,0,black
34,16,0,black
20,11,31,black
1,62,58,black
35,57,0,black
39,10,0,black
0,0,25,black
35,42,28,black
50,28,39,black
17,23,53,black
4,0,39,black
55,42,48,black
49,63,52,black
69,64,0,black
7,52,63,black
75,1,17,black
22,74,50,black
0,54,63,black
33,70,71,black
0,10,69,black
75,64,37,black
0,0,74,black
72,76,65,black
42,77,49,black
0,0,74,black
50,56,42,black
30,35,41,black
0,0,70,black
60,71,64,black
20,0,40,black
71,21,10,black
14,2,16,black
74,47,29,black
42,6,66,black
11,0,74,black
0,27,1,black
38,25,20,black
4,65,0,black
0,47,46,black
9,32,21,black
16,13,76,black
23,50,44,black
37,67,17,black
0,41,15,black
53,42,18,black
19,0,0,black
72,68,0,black
60,20,62,black
10,13,0,black
5,0,36,black
0,37,0,black
0,21,0,black
0,27,0,black
0,1,0,black
0,47,40,black
8,7,55,black
49,44,25,black
27,35,73,black
0,28,0,black
33,0,30,black
22,21,54,black
17,25,54,black
25,0,76,black
16,59,67,black
64,0,20,black
67,57,46,black
20,17,23,black
36,0,62,black
68,18,27,black
72,68,0,black
67,42,72,black
72,23,54,black
0,64,32,black
12,0,7,black
0,61,0,black
57,0,37,black
24,13,52,black
26,7,0,black
0,40,40,black
0,54,8,black
20,44,16,black
64,54,0,black
0,75,5,black
0,76,8,black
31,30,11,black
28,12,76,black
28,38,18,black
72,42,0,black
3,0,3,black
0,19,0,black
63,0,68,black
15,31,68,black
14,26,72,black
64,20,0,black
42,43,6,black
77,71,0,black
60,17,0,black
35,23,44,black
40,30,0,black
59,31,0,black
74,53,6,black
20,0,13,black
0,0,18,black
0,45,66,black
15,47,58,black
71,62,13,black
28,9,63,black
0,44,11,black
62,0,0,black
47,0,27,black
13,76,0,black
71,34,40,black
0,29,60,black
67,31,17,black
21,49,68,black
71,0,14,black
46,6,47,black
40,50,59,black
57,28,42,black
20,17,54,black
69,0,28,black
1,1,62,black
12,68,30,black
16,35,77,black
7,0,13,black
0,68,0,black
25,35,43,black
35,59,49,black
30,52,63,black
0,51,55,black
59,18,14,black
63,40,0,black
57,9,1,black
36,36,72,black
11,0,8,black
74,66,0,black
0,55,38,black
38,0,39,black
2,10,48,black
42,0,53,black
43,35,20,black
55,28,66,black
31,3,0,black
4,49,58,black
26,0,63,black
76,37,12,black
35,0,4,black
0,0,0,black
7,48,11,black
27,0,7,black
0,39,7,black
13,8,67,black
45,17,33,black
26,0,18,black
0,75,43,black
1,48,66,black
69,37,66,black
53,69,38,black
55,17,36,black
33,0,19,black
72,0,63,black
0,13,36,black
22,36,33,black
0,0,0,black
68,0,0,black
0,0,33,black
2,0,0,black
63,27,0,black
49,46,6,black
33,51,0,black
2,13,0,black
10,0,73,black
63,0,76,black
72,20,14,black
40,0,0,black
76,43,41,black
46,0,51,black
0,17,30,black
41,35,66,black
17,56,68,black
66,31,23,black
9,20,37,black
0,59,0,black
29,27,69,black
19,0,25,black
26,0,0,black
0,0,40,black
25,75,77,black
21,35,65,black
38,5,16,black
59,66,11,black
69,71,61,black
43,0,74,black
49,29,29,black
53,17,0,black
60,33,54,black
6,4,0,black
33,70,0,black
0,0,75,black
34,19,70,black
0,62,73,black
37,2,0,black
3,0,66,black
34,69,72,black
60,24,72,black
54,24,41,black
57,61,0,black
0,2,21,black
45,0,67,black
42,0,32,black
0,0,22,black
44,43,0,black
20,38,0,black
30,31,31,black
28,17,0,black
0,0,51,black
57,5,42,black
11,20,19,black
62,34,0,black
27,36,19,black
0,46,42,black
63,0,74,black
28,61,67,black
65,0,1,black
0,0,5,black
0,0,64,black
65,26,45,black
35,76,71,black
61,4,0,black
62,50,30,black
9,0,20,black
7,30,26,black
71,67,18,black
0,0,72,black
21,55,45,black
33,36,66,black
0,26,26,black
4,37,0,black
0,0,15,black
0,0,50,black
0,25,63,black
0,0,64,black
61,0,56,black
66,71,73,black
15,59,0,black
67,46,60,black
1,47,50,black
24,0,20,black
0,22,0,black
0,10,3,black
64,23,0,black
71,27,77,black
16,38,25,black
0,51,4,black
30,0,71,black
0,75,25,black
34,19,33,black
63,76,10,black
70,0,0,black
54,0,69,black
7,72,0,black
73,26,0,black
41,44,56,black
42,3,25,black
0,0,60,black
15,42,49,black
0,1,33,black
50,69,21,black
62,30,0,black
12,43,61,black
30,77,77,black
53,14,0,black
25,75,16,black
0,18,1,black
68,0,0,black
0,0,66,black
31,60,0,black
5,71,25,black
20,13,43,black
75,21,59,black
0,50,14,black
73,36,22,black
6,63,37,black
57,7,57,black
60,66,42,black
0,44,0,black
51,0,76,black
43,0,63,black
27,22,75,black
0,63,11,black
68,0,0,black
68,15,55,black
2,0,55,black
2,62,42,black
70,12,25,black
18,13,0,black
0,61,4,black
6,52,23,black
58,45,5,black
77,45,22,black
0,37,10,black
56,0,55,black
70,20,29,black
4,55,0,black
0,75,57,black
76,12,0,black
62,75,36,black
0,74,26,black
76,49,5,black
0,75,48,black
55,72,0,black
35,47,0,black
1,52,66,black
2,13,25,black
0,41,10,black
63,35,0,black
0,35,56,black
56,46,40,black
27,10,44,black
42,0,47,black
0,75,21,black
0,13,28,black
32,0,77,black
0,29,25,black
64,16,38,black
8,50,70,black
0,43,24,black
56,76,40,black
0,73,43,black
76,24,69,black
31,0,21,black
0,52,0,black
2,27,4,black
0,36,0,black
0,0,0,black
70,42,52,black
46,7,66,black
54,74,44,black
75,36,2,black
0,47,65,black
0,26,23,black
58,25,50,black
34,11,38,black
34,71,15,black
70,35,69,black
59,58,27,black
58,39,50,black
30,0,0,black
16,37,42,black
67,0,71,black
70,34,33,black
0,0,69,black
59,0,72,black
0,18,74,black
0,64,71,black
22,62,53,black
30,12,5,black
77,72,70,black
6,55,32,black
5,73,40,black
30,0,43,black
46,0,0,black
0,45,15,black
0,0,44,black
43,0,3,black
36,33,59,black
19,0,23,black
49,0,20,black
38,8,60,black
53,42,0,black
56,12,5,black
66,0,31,black
0,0,0,black
35,23,0,black
41,0,29,black
0,75,55,black
18,45,37,black
0,23,20,black
0,65,36,black
53,77,40,black
0,26,0,black
1,0,45,black
7,33,32,black
0,12,48,black
74,0,1,black
72,77,29,black
60,40,33,black
29,11,43,black
6,21,29,black
0,33,50,black
71,52,0,black
62,0,33,black
35,0,0,black
0,0,51,black
62,27,55,black
11,19,65,black
21,43,34,black
56,0,0,black
76,69,10,black
71,8,2,black
15,25,74,black
35,26,0,black
0,0,33,black
8,65,40,black
0,0,40,black
32,64,4,black
54,0,0,black
0,63,32,black
0,21,6,black
26,0,41,black
68,22,33,black
0,0,70,black
7,67,0,black
43,10,21,black
2,28,13,black
1,75,0,black
1,29,71,black
32,14,21,black
6,28,0,black
12,42,0,black
57,0,0,black
68,21,0,black
50,35,1,black
1,25,29,black
5,1,54,black
0,50,0,black
61,0,54,black
66,0,56,black
60,65,32,black
0,16,26,black
16,0,0,black
0,50,0,black
2,13,26,black
31,69,46,black
6,23,0,black
0,39,0,black
44,71,0,black
38,25,13,black
50,0,0,black
13,0,38,black
71,20,0,black
0,0,0,black
52,1,69,black
30,72,0,black
44,27,15,black
21,75,33,black
6,40,0,black
13,47,0,black
52,61,32,black
63,51,39,black
6,12,0,black
0,69,35,black
0,22,19,black
45,17,74,black
4,68,3,black
60,16,30,black
0,58,51,black
0,22,25,black
0,49,18,black
50,50,41,black
60,19,66,black
43,13,61,black
62,0,0,black
38,47,76,black
0,38,3,black
42,57,17,black
67,48,31,black
32,0,73,black
31,0,0,black
0,5,45,black
24,27,10,black
1,0,5,black
61,7,29,black
32,0,0,black
37,49,42,black
34,9,0,black
48,0,0,black
77,74,0,black
49,0,65,black
77,62,0,black
63,32,3,black
71,17,22,black
47,0,33,black
0,17,66,black
0,54,52,black
3,16,0,black
45,0,13,black
62,44,7,black
71,27,32,black
0,0,0,black
54,0,7,black
72,33,30,black
0,66,0,black
23,0,17,black
34,5,64,black
56,9,2,black
67,0,0,black
53,28,15,black
19,14,0,black
70,60,71,black
0,35,0,black
0,36,29,black
0,61,69,black
72,0,72,black
26,0,29,black
62,72,0,black
15,55,75,black
18,73,0,black
28,12,52,black
48,15,59,black
0,27,0,black
0,67,23,black
77,54,1,black
0,3,25,black
15,54,56,black
17,64,74,black
6,37,0,black
45,18,53,black
0,64,0,black
72,67,72,black
21,0,64,black
0,0,6,black
33,59,67,black
36,36,48,black
17,1,0,black
0,42,63,black
61,27,66,black
52,26,35,black
0,28,0,black
48,72,5,black
21,18,6,black
2,0,0,black
8,0,25,black
72,32,18,black
0,0,22,black
48,69,0,black
0,0,51,black
0,59,51,black
51,44,12,black
